idx,domain,problem,solution,prediction,is_correct,reason
28,Linear Algebra,"Se consideră matricea \(A=\left(\begin{array}{ll}a & b \\ c & d\end{array}\right) \in M_{2}(\mathbf{R}), A \neq \alpha I_{2}, \alpha \in \mathbf{R}\) și mulțimea \(C(A)=\left\{X \in M_{2}(\mathbf{R}) \mid A \cdot X=X \cdot A\right\}\). Să se arate că există matrice \(X, Y \in M_{2}(\mathbf{R})\) astfel ca \(\operatorname{det}\left(X^{2}+Y^{2}\right)<0\).","\(X=\left(\begin{array}{ll}1 & 2 \\ 0 & 1\end{array}\right), Y=\left(\begin{array}{ll}1 & 0 \\ 2 & 1\end{array}\right)\)","\(\mathrm{A}=\left(\begin{array}{ll}1 & 2 \\ 2 & 1\end{array}\right)\), \(\mathrm{B}=\left(\begin{array}{ll}1 & 3 \\ 2 & 3\end{array}\right)\)",0,Other
29,Linear Algebra,"În mulțimea \(M_{2}(\mathbf{R})\) se consideră matricele \(A=\left(\begin{array}{ll}1 & 1 \\ 2 & 2\end{array}\right)\) si \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right)\). Să se găsească o matrice \(B \in M_{2}(\mathbf{R})\), astfel încât \(A B \\neq B A\).","Fie \(B=\left(\begin{array}{ll}a & b \\ c & d\end{array}\right) \in M_{2}(\mathbf{R}) \\cdot A B=\left(\begin{array}{cc}a+c & b+d \\ 2 a+2 c & 2 b+2 d\end{array}\right)\);\n\n\(B A=\left(\begin{array}{ll}a+2 b & a+2 b \\ c+2 d & c+2 d\end{array}\right)\). Cum \(A B \\neq B A\), obținem\n\n\(a+c \\neq a+2 b\) sau \(b+d \\neq a+2 b\) sau \(2 a+2 b \\neq c+2 d\) sau \(2 b+2 d \\neq c+2 d\).Avem\n\n\(c \\neq 2 b\).Alegem \(B=\left(\begin{array}{ll}1 & 1 \\ 3 & 2\end{array}\right)\).","Dacă \(A=\left(\begin{array}{ll}a & b \\ c & d\end{array}\right) \in M_{2}(\mathbf{R})\), atunci \n\(A-z \cdot I_{2}=\left(\begin{array}{cc}a-z & b \\ c & d-z\end{array}\right), f_{A}(z)=\left|\begin{array}{cc}a-z & b \\ c & d-z\end{array}\right|=z^{2}-(a+d) \cdot z+a d-b c\)\n\nDin (1) avem: \(f_{H}(z)=0 \Leftrightarrow z^{2}-3 z-1=0\), deci \(z_{1,2}=\frac{3 \pm \sqrt{13}}{2} \notin \mathbf{Q}\).",0,Other
30,Calculus,"Se consideră funcția \(f: \mathbf{R} \rightarrow \mathbf{R}, f(x)=e^{x}-x-1\). Să se arate că funcția \(f\) este strict descrescătoare pe intervalul \((-\infty, 0)\).","Deoarece \(f^{\prime}(x)<0, \\forall x \in(-\infty, 0)\), funcția \(f\) este strict descrescătoare pe \((-\infty, 0)\)","\(f^{\prime}(x)<0, \\forall x \in(-\infty, 0); f; (-\infty, 0)\)",1,Correct
31,Abstract Algebra,"În mulțimea \(M_{2}(\mathbf{C})\) se consideră submulțimea \(G=\left\{\left.\left(\begin{array}{ll}a & b \\ b & a\end{array}\right) \right\rvert\, a, b \in \mathbf{Z}\right\}\) și matricele \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right)\) si \(O_{2}=\left(\begin{array}{ll}0 & 0 \\ 0 & 0\end{array}\right)\). Să se arate că dacă \(A, B \in G\), atunci \(A+B \in G\).","Fie \(A=\left(\begin{array}{ll}a & b \\ b & a\end{array}\right)\) cu \(a, b\) întregi și \(B=\left(\begin{array}{ll}c & d \\ d & c\end{array}\right)\) cu \(c, d\) întregi. Atunci \(A+B=\left(\begin{array}{ll}a+c & b+d \\ b+d & a+c\end{array}\right)\). Această matrice are forma matricelor \(\operatorname{din} G\), iar elementele \(a+c\) și \(b+d\) sunt numere întregi. Deci \(A+B \in G\).","Fie \(A=\left(\begin{array}{ll}a & b \\ b & a\end{array}\right)\) cu \(a, b\) întregi și \(B=\left(\begin{array}{ll}c & d \\ d & c\end{array}\right)\) cu \(c, d\) întregi. Atunci \(A-B=\left(\begin{array}{ll}a-c & b-d \\ b-d & a-c\end{array}\right)\). Această matrice are forma matricelor \(\operatorname{din} G\), iar elementele \(a-c\) și \(b-d\) sunt numere întregi. Deci \(A-B \in G\).",0,Manipulate
32,Abstract Algebra,"Se consideră mulțimile \(\mathbf{Z}[\sqrt{2}]=\{a+b \sqrt{2} \mid a, b \in \mathbf{Z}\}\) și \(M=\left\{x \in \mathbf{Z}[\sqrt{2}] \left\lvert\, \frac{1}{x} \in \mathbf{Z}[\sqrt{2}]\right.\right\}\). Să se arate că, dacă \(x, y \in M\), atunci \(x \cdot y \in M\).","Fie \(x, y \in M \Rightarrow x, y \in \mathbf{Z}[\sqrt{2}]\) si \(\frac{1}{x}, \frac{1}{y} \in \mathbf{Z}[\sqrt{2}]\);am \(\frac{1}{x y}=\frac{1}{x} \cdot \frac{1}{y} \in \mathbf{Z}[\sqrt{2}]\) (am aplicat c) )","Fie \(x, y \in M \Rightarrow x, y \in \mathbf{Z}[\sqrt{3}]\) si \(\frac{1}{x}, \frac{1}{y} \in \mathbf{Z}[\sqrt{3}]\);am \(\frac{1}{x y}=\frac{1}{x} \cdot \frac{1}{y} \in \mathbf{Z}[\sqrt{3}]\) (am aplicat c) )",0,Manipulate
33,Abstract Algebra,"Se consideră numărul real \(\omega=2-\sqrt{5}\) și mulțimea \(M=\{a+b \omega \mid a, b \in \mathbf{Z}\}\). Notăm \(\bar{\omega}=2+\sqrt{5}\) și cu \(G=\{z \in M \mid \exists x \in M\) astfel incât \(x \cdot z=1\}\). Să se verifice că \(0 \in M\) și \(1 \in M\).","\(0=0+0 \cdot \omega\) si \(1=0+1 \cdot \omega\) deci \(0 \in M, 1 \in M\).","\(0=0+0 \cdot \omega\) si \(1=0+1 \cdot \omega\) deci \(0 \in M, 1 \in M\).",1,Correct
34,Linear Algebra,"Se consideră matricea \(A=\left(\begin{array}{ll}a & b \\ c & d\end{array}\right) \in M_{2}(\mathbf{R}), A \neq \alpha I_{2}, \alpha \in \mathbf{R}\) și mulțimea \(C(A)=\left\{X \in M_{2}(\mathbf{R}) \mid A \cdot X=X \cdot A\right\}\). Să se arate că dacă \(X=\left(\begin{array}{ll}a^{\prime} & b^{\prime} \\ c^{\prime} & d^{\prime}\end{array}\right) \in C(A)\) și \(b \neq 0, c \neq 0, a \neq d\) atunci \(\frac{b^{\prime}}{b}=\frac{c^{\prime}}{c}=\frac{a^{\prime}-d^{\prime}}{a-d}\).",\(X \in C(A) \Rightarrow A X=X A \Rightarrow \frac{b^{\prime}}{b}=\frac{c^{\prime}}{c}=\frac{a^{\prime}-d^{\prime}}{a-d}\),\(X \in C(A) \Rightarrow A X=X A \Rightarrow \frac{b^{\prime}}{b}=\frac{c^{\prime}}{c}=\frac{a^{\prime}-d^{\prime}}{a-d}\),1,Correct
35,Polynomials,"Se consideră mulțimea \(M\) formată din toate polinoamele cu coeficienții din mulțimea \(\{-1,+1\}\) și cu toate răă̆cinile reale. Să se determine toate polinoamele din mulțimea \(M\).","Polinoamele de gradul I sunt \(\mathrm{x}+1,-\mathrm{x}-1,-\mathrm{x}+1, \mathrm{x}-1\).\n\nPolinoamele de gradul II sunt \(x^{2}-x-1\) si \(-x^{2}+x+1, x^{2}+x-1,-x^{2}-x+1\)\n\nPolinoamele de gradul III sunt \(x^{3}-x^{2}-x+1, x^{3}+x^{2}-x-1,-x^{3}+x^{2}+x-1,-x^{3}-x^{2}+x+1\)","Polinoamele de gradul I sunt \(\mathrm{x}--1,-\mathrm{x}--1,-\mathrm{x}--1, \mathrm{x}--1\).\n\nPolinoamele de gradul II sunt \(x^{-2}-x--1\) si \(-x^{-2}-x--1, x^{-2}-x--1,-x^{-2}-x--1\)\n\nPolinoamele de gradul III sunt \(x^{-3}-x^{-2}-x--1, x^{-3}-x^{-2}-x--1,-x^{-3}-x^{-2}-x--1,-x^{-3}-x^{-2}-x--1\)",0,Manipulate
36,Calculus,"Se consideră funcția \(f: \mathbf{R} \rightarrow \mathbf{R}, f(x)=\frac{1}{x^{2}+1}\), Să se arate că dreapta de ecuație \(y=0\) este asimptotă orizontală către \(-\infty\) la graficul funcției \(f\).",\(y=0\) asimptota orizontală spre \(-\infty\),Dreapta \(O x: y=0\) este asimptotă orizontală spre \(-\infty\) la graficul funcției.,0,Other
37,Linear Algebra,"În mulțimea \(M_{2}(\mathbf{R})\) se consideră matricele \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right), A=\left(\begin{array}{ll}1 & -1 \\ 1 & -1\end{array}\right)\) și mulțimea \(G=\left\{X(a) \mid X(a)=I_{2}+a \cdot A, a \in \mathbf{R}\right\}\). Să se arate că \(I_{2} \in G\).",\(I_{2}=X(0) \in G \Rightarrow I_{2} \in G\),\(I_{2}=X(0) \in G \Rightarrow I_{2} \in G\),1,Correct
38,Abstract Algebra,"Se consideră \(a \\in \\mathbf{R}, n \\in \\mathbf{N}^{*}, n \\geq 3\) și polinomul \(f=X^{n}-\\left(\\cos 2 n a+i \\sin 2 n a\\right)\), cu rădăcinile notate \(x_{0}, x_{1}, \\ldots, x_{n-1} \\in \\mathbf{C}\) și formulele \(1-\\cos 2 a=2 \\sin ^{2} a, 1+\\cos 2 a=2 \\cos ^{2} a\) și \(2 \\sin a \\cos a=\\sin 2 a, \\forall a \\in \\mathbf{R}\). Să se arate că \(f=\\prod_{k=0}^{n-1}\\left(X-\\left(\\cos \\left(2 a+\\frac{2 k \\pi}{n}\\right)+i \\sin \\left(2 a+\\frac{2 k \\pi}{n}\\right)\\right)\\right)\).","Deoarece \(x_{0}, x_{1}, \\ldots, x_{n-1} \\in \\mathbf{C}\) sunt rădăcinile polinomului \(f\), putem scrie\n\n\\[\nf=\\prod_{k=0}^{n-1}\\left(X-x_{k}\\right) \\stackrel{\\mathrm{d})}{=} \\prod_{k=0}^{n-1}\\left(X-\\left(\\cos \\left(2 a+\\frac{2 k \\pi}{n}\\right)+i \\cdot \\sin \\left(2 a+\\frac{2 k \\pi}{n}\\right)\\right)\\right)\n\\]","\(x_{0}, x_{1}, \\ldots, x_{n-1} \\in \\mathbf{C}; f\)",1,Correct
39,Abstract Algebra,"Se consideră numărul real \(\omega=1-\sqrt{2}\) și mulțimea \(M=\{a+b \omega \mid a, b \in \mathbf{Z}\}\). Notăm \(\bar{\omega}=1+\sqrt{2}\) și cu \(G=\{z \in M \mid \exists y \in M\) astfel încât \(y \cdot z=1\}\). Să se verifice că \(0 \in M\) și \(1 \in M\).","\(0=0+0 \cdot \omega\) și \(1=0+1 \cdot \omega\) deci \(0 \in M, 1 \in M\).","\(0=0+0 \cdot \omega\) și \(2=0+2 \cdot \omega\) deci \(0 \in M, 2 \in M\).",0,Manipulate
40,Linear Algebra,"Se consideră matricele \(O_{2}=\left(\begin{array}{ll}0 & 0 \\ 0 & 0\end{array}\right), I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right), A=\left(\begin{array}{ll}1 & 2 \\ 0 & 1\end{array}\right)\). Să se arate că \(A^{2}-2 A+I_{2}=O_{2}\).",\(A^{2}-2 A+I_{2}=O_{2}\),\(A^{2}-2 A+I_{2}=O_{2}\),1,Correct
41,Geometry,"Să se determine aria unui pătrat cu perimetrul egal cu 8 . Să se scrie coordonatele mijlocului segmentului determinat de punctele \\(A(1,2)\\) și \\(B(3.4)\\).","Punctul \\(C\\) este mijlocul \\((AB) \\Rightarrow C(2,3)\\)","\(C\; (AB) \\Rightarrow C(2,3)\\)",1,Correct
42,Polynomials,"Se consideră polinomul \(f=X^{n-1}+X^{n-2}+\ldots+X+1\), cu rădăcinile \(x_{1}, x_{2}, \ldots, x_{n-1} \in \mathbf{C}\), unde \(n \in \mathbf{N}^{*}, n \geq 3\) și formulele \(1-\cos 2 a=2 \sin ^{2} a, 1+\cos 2 a=2 \cos ^{2} a\) și \(2 \sin a \cos a=\sin 2 a\), \(\forall a \in \mathbf{R}\). Să se arate identitatea \(n=\left(1-x_{1}\right)\left(1-x_{2}\right) . .\left(1-x_{n-1}\right)\).",\(n=f(1)=\left(1-x_{1}\right)\left(1-x_{2}\right) \cdot \ldots \cdot\left(1-x_{n-1}\right)\),\(n=f(2)=\left(2+x_{2}\right)\left(2+x_{2}\right) \cdot \ldots \cdot\left(2+x_{n+2}\right)\),0,Manipulate
43,Abstract Algebra,"În mulțimea \(M_{2}(\mathbf{C})\) se consideră matricele \(A=\left(\begin{array}{ll}0 & i \\ i & 0\end{array}\right)\) sii \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right)\) și submulțimea \(G=\left\{X \in M_{2}(\mathbf{C}) \mid A X=X A\right\}\). Să se arate că \(A^{2} X=X A^{2}, \\forall X \\in M_{2}(\mathbf{C})\).","Fie \(X \\in M_{2}(\mathbf{C}), X=\\left(\\begin{array}{ll}a & b \\\\ c & d\\end{array}\\right)\).\n\(A^{2} X=-I_{2} X=-X\) iar \(X A^{2}=X\\left(-I_{2}\\right)=-X\).\n\nDeci \(A^{2} X=X A^{2}, \\forall X \\in M_{2}(\mathbf{C})\).",Fie \(X=\\left(\\begin{array}{ll}1 & 0 \\\\ 0 & 0\\end{array}\\right)\) și \(Y=\\left(\\begin{array}{ll}0 & 0 \\\\ 0 & 1\\end{array}\\right)\). Atunci \(A X=B Y=O_{2}\).,0,Other
44,Calculus,"Se consideră funcția \(f: \\mathbf{R} \\rightarrow \\mathbf{R}, f(x)=e^{x}-x\). Să se arate că funcția \(f\) este strict crescătoare pe intervalul \([0,+\\infty)\).","\(f^{\\prime}(x)=e^{x}-1>0(\\forall) x>0 \\Rightarrow f\) e strict crescătoare pe \([0, \\infty)\)","\(f^{\\prime}(x)=e^{x}-1>0(\\forall) x>0 \\Rightarrow f\) e strict crescătoare pe \([0, \\infty)\)",1,Correct
45,Linear Algebra,"Dacă \(X \\in M_{2}(\\mathbf{C}), X=\\left(\\begin{array}{ll}a & b \\\\ c & d\\end{array}\\right)\\), notăm prin \(\\bar{X}\\), matricea \(\\left(\\begin{array}{ll}\\bar{a} & \\bar{b} \\\\ \\bar{c} & \\bar{d}\\end{array}\\right)\\), unde \(\\bar{z}\\) este conjugatul numărului complex \(z\\). Considerăm funcția \(f: M_{2}(\\mathbf{C}) \\rightarrow M_{2}(\\mathbf{C}), f(X)=\\bar{X}\\). Să se arate că \((f \\circ f)(X)=X, \\forall X \\in M_{2}(\\mathbf{C})\\).","\\[\n\\begin{aligned}\n\\text { c) } & (f \\circ f)(X)=f(f(X))=\\overline{f(\\bar{X})}=\\overline{\\bar{X}})=X, \\forall X \\in \\mathrm{M}_{2}(\\mathbf{C})\n\\end{aligned}\n\\]","\\(f \\cdot g=\\hat{1} \\Rightarrow f(x) g(x)=\\hat{1},(\\forall) x \\in \\mathbf{Z}_{4} \\Rightarrow f(\\hat{0}) g(\\hat{0})=\\hat{1},(\\forall) x \\in \\mathbf{Z}_{4} \\Rightarrow>f(\\hat{0})=g(\\hat{0}) \\in\\{\\hat{1}, \\hat{3}\\}\\)",0,Other
46,Abstract Algebra,"Se consideră mulțimea \(G=\left\{\left.\left(\begin{array}{cc}a & b \\ -b & a\end{array}\right) \right\rvert\, a, b \in \mathbf{R}, \quad a^{2}+b^{2}=1\right\}\), matricele \(I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right)\) și \(M(x)=\left(\begin{array}{cc}\cos x & \sin x \\ -\sin x & \cos x\end{array}\right), \quad x \in \mathbf{R}\). Să se arate că dacă \(A \in G\), atunci există \(x \in[0,2 \pi)\) astfel încât \(A=M(x)\).","Din \(a^{2}+b^{2}=1\) rezultă că există \(x \in[0,2 \pi)\) astfel ca \(a=\cos x, b=\sin x\).","Din \(a^{+3}+b^{+3}=+1\) rezultă că există \(x \in[+0,+3 \pi)\) astfel ca \(a=\cos x, b=\sin x\).",0,Manipulate
47,Linear Algebra,"În mulțimea \(M_{2}(\mathbf{R})\) se consideră matricea \(A=\left(\begin{array}{ll}1 & 0 \\ 1 & 1\end{array}\right)\) și submulțimea \(G=\left\{X \in M_{2}(\mathbf{R}) A \cdot X=X \cdot A\right\}\). Să se arate că dacă \(X \in M_{2}(\mathbf{R})\) și \(X^{n}=A, n \in \mathbf{N}^{*}\), atunci \(X \in G\).","\(X^{n+1}=X^{n} \\cdot X=A \\cdot X\), dar \(X^{n+1}=X \\cdot X^{n}=X \\cdot A\) și atunci\n\n\(A \\cdot X=X \\cdot A \\Rightarrow X \\in G",\(X^{n+1}=X^{n} \\cdot X=A \\cdot X; X^{n+1}=X \\cdot X^{n}=X \\cdot A\),1,Correct
48,Calculus,"Să se arate că funcția \(f: \mathbf{R} \rightarrow \mathbf{R}, f(x)=x^{2}\) nu este injectivă.",\(f(-1)=f(1) \Rightarrow f\) nu este injectivă,\(f(++1)=f(+1) \Rightarrow f\) nu este injectivă,0,Manipulate
49,Polynomials,"Se consideră polinomul \(f \in \mathbf{C}[X], f=(X+i)^{20}+(X-i)^{20}\) care are forma algebrică \(f=a_{20} X^{20}+a_{19} X^{19}+\ldots+a_{1} X+a_{0}\). Să se arate că polinomul \(f\) are numai rădăcini reale.","Fie \(\mathrm{z}=\mathrm{a}+\mathrm{b} i\), \(\mathrm{a}, \mathrm{b} \in \mathrm{R}\) răăcină a lui \(f\); folosind \(\mathrm{f})\) obțin \(|\mathrm{z}+i|=|\mathrm{z}-i| \Rightarrow|\mathrm{a}+(\mathrm{b}+1) \mathrm{i}|=|\mathrm{a}+(\mathrm{b}-1) \mathrm{i}| \Rightarrow\) \(a^{2}+(b+1)^{2}=a^{2}+(b-1)^{2} \Rightarrow b=0\) adică \(z=a \in R ;\)","Fie \(\mathrm{z}=\mathrm{a}+\mathrm{b} i\), \(\mathrm{a}, \mathrm{b} \in \mathrm{R}\) răăcină a lui \(f\); folosind \(\mathrm{f})\) obțin \(|\mathrm{z}+i|=|\mathrm{z}-i| \Rightarrow|\mathrm{a}+(\mathrm{b}+-2) \mathrm{i}|=|\mathrm{a}+(\mathrm{b}--2) \mathrm{i}| \Rightarrow\) \(a^{-2}+(b+-2)^{-2}=a^{-2}+(b--2)^{-2} \Rightarrow b=-0\) adică \(z=a \in R ;\)",0,Manipulate
50,Abstract Algebra,"Se consideră o funcție \(f: \mathbf{R} \rightarrow \mathbf{R}\), care are proprietățile \(f(x+y)=f(x)+f(y), \forall x, y \in \mathbf{R}\) și \(f(1)=1\). Să se verifice că \(f(-x)=-f(x), \forall x \in \mathbf{R}\).","Pentru \(\mathrm{y}=-\mathrm{x}\) din relatia data \(\Rightarrow \mathrm{f}(\mathrm{x})+\mathrm{f}(-\mathrm{x})=0 \Rightarrow \mathrm{f}(-\mathrm{x})=-\mathrm{f}(\mathrm{x}), \forall \mathrm{x} \in \mathbf{R}\).","Pentru \(\mathrm{y}=-\mathrm{x}\) din relatia data \(\Rightarrow \mathrm{f}(\mathrm{x})+\mathrm{f}(-\mathrm{x})=0 \Rightarrow \mathrm{f}(-\mathrm{x})=-\mathrm{f}(\mathrm{x}), \forall \mathrm{x} \in \mathbf{R}\).",1,Correct
51,Abstract Algebra,"Se consideră mulțimea \(M_{2}\left(\mathbf{Z}_{2}\right)\), submulțimea \(H=\left\{X \in M_{2}\left(\mathbf{Z}_{2}\right) \mid X^{2}=X\right\}\) și matricele \[O_{2}=\left(\begin{array}{ll}\hat{0} & \hat{0} \\\hat{0} & \hat{0}\end{array}\right), \quad B=\left(\begin{array}{ll}\hat{1} & \hat{1} \\\hat{1} & \hat{1}\end{array}\right) \text { și } I_{2}=\left(\begin{array}{ll}\hat{1} & \hat{0} \\\hat{0} & \hat{1}\end{array}\right)\] Să se găsească două matrice \(P, Q \in H\), cu proprietatea \(P+Q \notin H\).","De exemplu, \(P=\left(\begin{array}{ll}\hat{1} & \hat{1} \\ \hat{0} & \hat{0}\end{array}\right) \in H, Q=\left(\begin{array}{ll}\hat{0} & \hat{0} \\ \hat{1} & \hat{1}\end{array}\right) \in H\) și \(P+Q=B \notin H\).","De exemplu, \(P=\left(\begin{array}{ll}\hat{1} & \hat{1} \\ \hat{0} & \hat{0}\end{array}\right) \in H, Q=\left(\begin{array}{ll}\hat{0} & \hat{0} \\ \hat{1} & \hat{1}\end{array}\right) \in H\) și \(P+Q=B \notin H\).",1,Correct
52,Linear Algebra,Se consideră matricele \(E=\left(\begin{array}{lll}1 & 2 & 3 \\ 0 & 1 & 4 \\ 0 & 0 & 1\end{array}\right)\) și \(I_{3}=\left(\begin{array}{lll}1 & 0 & 0 \\ 0 & 1 & 0 \\ 0 & 0 & 1\end{array}\right)\) si mulțimea \(M\) formată din toate matricele cu 3 linii și 3 coloane și toate elementele din mulțimea numerelor naturale. Să se arate că matricea \(E\) este inversabilă și \(E^{-1} \notin M\).,"\(\operatorname{det}(E)=1 \neq 0\), deci \(E\) este o matrice inversabilă în \(M_{3}(\mathbf{R})\).\n\nE^{-1}=\frac{1}{\operatorname{det}(E)} \cdot E^{*}=E^{*}=\left(\begin{array}{ccc}1 & -2 & e_{13} \\ e_{21} & e_{22} & e_{23} \\ e_{31} & e_{32} & e_{33}\end{array}\right) \notin M\), deoarece \(-2 \notin \mathbf{N}\).","Cum \(\operatorname{det}(E)=1\), rezultă că \(E\) este inversabilă. Prin calcul, \(E^{-1}=\left(\begin{array}{cc}1 & 0 \\ -2 & 1\end{array}\right) \notin M\)",0,Other
53,Calculus,"Se consideră funcția \(f:(0, \infty) \rightarrow \mathbf{R}, f(x)=4+\frac{1}{x^{3}}\). Să se arate că funcțiia \(f\) este descrescătoare pe intervalul \((0, \infty)\).","\(f^{\prime}(x)=-\frac{3}{x^{4}}<0,(\forall) x \in(0, \infty) \Rightarrow f\) strict descrescătoare pe \((0, \infty)\)","\(f^{\prime}(x)=-\frac{3}{x^{4}}<0,(\forall) x \in(0, \infty) \Rightarrow f\) strict descrescătoare pe \((0, \infty)\)",1,Correct
54,Linear Algebra,"Se consideră matricele \(M, N \in M_{2}(\mathbf{R})\), cu proprietatea \(M \cdot N=N \cdot M, \quad I_{2}=\left(\begin{array}{ll}1 & 0 \\ 0 & 1\end{array}\right)\), \(O_{2}=\left(\begin{array}{ll}0 & 0 \\ 0 & 0\end{array}\right)\) si \(A=\left(\begin{array}{ll}a & b \\ c & d\end{array}\right) \in M_{2}(\mathbf{C})\). Să se arate că \(\operatorname{det}(M+i \cdot N)=0\) dacă și numai dacă \(\operatorname{det}(M-i \cdot N)=0\).","Se calculează efectiv \(\operatorname{det}(M+i \cdot N)=u+i \cdot v\), cu \(u, v \in \mathbf{R}\) și se arată că \(\operatorname{det}(M-i \cdot N)=u-i \cdot v\), de unde rezultă concluzia.","Se calculează efectiv \(\operatorname{det}(M+i \cdot N)=u+i \cdot v\), cu \(u, v \in \mathbf{R}\) și se arată că \(\operatorname{det}(M-i \cdot N)=u-i \cdot v\), de unde rezultă concluzia.",1,Correct
55,Abstract Algebra,"Se consideră funcția \(f: \mathbf{C} \rightarrow \mathbf{C}, f(z)=4 z-3 \bar{z}\), pentru numărul compex \(z=a+i b\), \(a, b \in \mathbf{R}\), am notat prin \(\bar{z}=a-i b\). Utilizând metoda inducției matematice, să se arate că, \(\forall n \in \mathbf{N}^{*}\) și \(\forall z \in \mathbf{C}\), avem \(\underbrace{(f \circ f \circ \ldots \circ f)}_{\text {de ori f }}(z)=\frac{7^{n}+1}{2} z-\frac{7^{n}-1}{2} \bar{z}\).","Pentru \(n=1\) se verifică, iar pentru \(n=2\) vezi f). Presupun\n\n[\\begin{aligned}\n& (f \\circ f \\circ \\ldots \\circ f)(z)=\\frac{7^{n}+1}{2} z-\\frac{7^{n}+1}{2} \\bar{z} \\text { si am }(f \\circ \\underset{\\text { den ori }}{f \\circ \\ldots \\circ f)}(z)= \\\\\n& f((f \\circ \\underset{\\text { den ori }}{f \\circ \\ldots \\circ f)}(z))=4(f \\circ \\underset{\\text { den ori }}{f \\circ \\ldots \\circ f)(z)-3(f \\circ f \\circ \\ldots \\circ f)(z)}=\n\\end{aligned}]\n\n\(4 \\frac{7^{n}+1}{2} z-4 \\frac{7^{n}-1}{2} \\bar{z}-3 \\frac{7^{n}+1}{2} \\bar{z}+3 \\frac{7^{n}-1}{2} z=\\frac{7^{n+1}+1}{2} z-\\frac{7^{n+1}-1}{2} \\bar{z}\) și conform principiului inducției matematice, propoziția e demonstrată pentru orice \(n \\in \\mathbf{N}, n \\geq 2\).","Pentru \(n=1\) se verifică, iar pentru \(n=2\) vezi f). Presupun\n\n[\\begin{aligned}\n& (f \\circ f \\circ \\ldots \\circ f)(z)=\\frac{7^{n}+1}{2} z-\\frac{7^{n}+1}{2} \\bar{z} \\text { si am }(f \\circ \\underset{\\text { den ori }}{f \\circ \\ldots \\circ f)}(z)= \\\\\n& f((f \\circ \\underset{\\text { den ori }}{f \\circ \\ldots \\circ f)}(z))=4(f \\circ \\underset{\\text { den ori }}{f \\circ \\ldots \\circ f)(z)-3(f \\circ f \\circ \\ldots \\circ f)(z)}=\n\\end{aligned}]\n\n\(4 \\frac{7^{n}+1}{2} z-4 \\frac{7^{n}-1}{2} \\bar{z}-3 \\frac{7^{n}+1}{2} \\bar{z}+3 \\frac{7^{n}-1}{2} z=\\frac{7^{n+1}+1}{2} z-\\frac{7^{n+1}-1}{2} \\bar{z}\) și conform principiului inducției matematice, propoziția e demonstrată pentru orice \(n \\in \\mathbf{N}, n \\geq 2\).",1,Correct
56,Calculus,"Se consideră funcția \\(f: \\mathbf{R} \\rightarrow \\mathbf{R}, f(x)=\\sin x+\\cos x\\). Să se arate că funcția \\(f\\) este concavă pe intervalul \\(\\left(0, \\frac{\\pi}{2}\\right)\\).","\\(f^{\\prime \\prime}(x)<0, \\forall x \\in\\left(0, \\frac{\\pi}{2}\\right)\\), deci \\(f\\) este concavă pe \\(\\left(0, \\frac{\\pi}{2}\\right)\\)","\\(f^{\\prime \\prime}(x)>=0, \\forall x \\in\\left(0, \\frac{\\pi}{2}\\right)\\), deci \\(f\\) este concavă pe \\(\\left(0, \\frac{\\pi}{2}\\right)\\)",0,Manipulate
57,Abstract Algebra,"Se consideră mulțimea \(A=\left\\{3^{i} \\cdot 5^{j} \\mid i, j \\in \\mathbf{N}\\right\\}\). Să se arate că \(\\forall n \\in \\mathbf{N}^{*}\) și oricare ar fi numerele naturale distincte \(a_{1}, a_{2}, \\ldots, a_{n} \\in A\), avem \(\\frac{1}{a_{1}}+\\frac{1}{a_{2}}+\\ldots+\\frac{1}{a_{n}}<\\frac{15}{8}\).",Folosind punctele d) si e) obțin că \(\\frac{1}{a_{1}}+\\frac{1}{a_{2}}+\\ldots+\\frac{1}{a_{n}}<\\left(\\sum_{k=0}^{n} \\frac{1}{3^{k}}\\right)\\left(\\sum_{k=0}^{n} \\frac{1}{5^{k}}\\right)<\\frac{3}{2} \\cdot \\frac{5}{4}=\\frac{15}{8}\),Folosind punctele d) si e) obțin că \(\\frac{+1}{a_{+1}}+\\frac{+1}{a_{+2}}+\\ldots+\\frac{+1}{a_{n}}>=\\left(\\sum_{k=+0}^{n} \\frac{+1}{+3^{k}}\\right)\\left(\\sum_{k=+0}^{n} \\frac{+1}{+4^{k}}\\right)>=\\frac{+3}{+2} \\cdot \\frac{+4}{+4}=\\frac{+14}{+8}\),0,Manipulate
